date,expiration,contractLength,type,strike,bid,ask,midpoint,blackScholesPrice,stockPriceAtExpiration,profitable,return
2015-01-02,2015-01-17,15,call,15.0,5.0,6.1,5.55,5.382323701929778,22.61,True,37.11711711711711
2015-01-02,2015-01-17,15,call,18.0,2.45,2.8,2.625,2.3865708850889114,22.61,True,75.61904761904759
2015-01-02,2015-01-17,15,call,19.0,1.45,2.0,1.725,1.4192739757739083,22.61,True,109.27536231884054
2015-01-02,2015-01-17,15,call,20.0,0.85,1.2,1.025,0.6204369555612192,22.61,True,154.63414634146338
2015-01-02,2015-01-17,15,call,21.0,0.5,0.8,0.65,0.17235893865804552,22.61,True,147.6923076923076
2015-01-02,2015-01-17,15,call,22.0,0.3,0.5,0.4,0.027875522635353978,22.61,True,52.499999999999844
2015-01-02,2015-01-17,15,call,23.0,0.2,0.4,0.30000000000000004,0.0025702990925190183,22.61,False,0.0
2015-01-02,2015-01-17,15,call,24.0,0.1,0.25,0.175,0.00013792014272084006,22.61,False,0.0
2015-01-02,2015-01-17,15,call,25.0,0.05,0.15,0.1,4.479487995431549e-06,22.61,False,0.0
2015-01-02,2015-01-17,15,call,26.0,0.05,0.2,0.125,9.215165657827163e-08,22.61,False,0.0
2015-01-02,2015-01-17,15,call,27.0,0.0,0.25,0.125,1.2565724842066541e-09,22.61,False,0.0
2015-01-02,2015-01-17,15,call,28.0,0.0,0.25,0.125,1.1854259493410055e-11,22.61,False,0.0
2015-01-02,2015-01-17,15,call,29.0,0.0,0.25,0.125,7.9911277565437e-14,22.61,False,0.0
2015-01-02,2015-01-17,15,call,30.0,0.0,0.25,0.125,1.5631363712073077e-16,22.61,False,0.0
2015-01-02,2015-01-17,15,call,31.0,0.0,0.25,0.125,0.0,22.61,False,0.0
2015-01-02,2015-01-17,15,call,32.0,0.0,0.5,0.25,0.0,22.61,False,0.0
2015-01-02,2015-01-17,15,call,33.0,0.0,0.25,0.125,0.0,22.61,False,0.0
2015-01-02,2015-01-17,15,call,34.0,0.0,0.25,0.125,0.0,22.61,False,0.0
2015-01-02,2015-01-17,15,call,36.0,0.0,0.25,0.125,0.0,22.61,False,0.0
2015-01-02,2015-01-17,15,call,37.0,0.0,0.25,0.125,0.0,22.61,False,0.0
2015-01-02,2015-01-17,15,call,38.0,0.0,0.3,0.15,0.0,22.61,False,0.0
2015-01-02,2015-01-17,15,call,39.0,0.0,0.5,0.25,0.0,22.61,False,0.0
2015-01-02,2015-01-17,15,call,41.0,0.0,0.25,0.125,0.0,22.61,False,0.0
2015-01-02,2015-01-17,15,call,49.0,0.0,0.25,0.125,0.0,22.61,False,0.0
2015-01-02,2015-01-17,15,call,50.0,0.0,0.25,0.125,0.0,22.61,False,0.0
2015-01-02,2015-01-17,15,call,52.0,0.0,0.25,0.125,0.0,22.61,False,0.0
2015-01-02,2015-01-17,15,call,53.0,0.0,0.25,0.125,0.0,22.61,False,0.0
