date,expiration,contractLength,type,strike,bid,ask,midpoint,blackScholesPrice,stockPriceAtExpiration,profitable,return
2018-06-01,2018-06-15,14,call,256.5,17.33,17.54,17.435,16.411683921145965,276.6,True,15.28534556925738
2018-06-01,2018-06-15,14,call,257.0,16.84,17.0,16.92,15.9155878706529,276.6,True,15.839243498818089
2018-06-01,2018-06-15,14,call,257.5,16.34,16.54,16.439999999999998,15.420237588030574,276.6,True,16.18004866180064
2018-06-01,2018-06-15,14,call,258.0,15.84,16.03,15.935,14.925792763828753,276.6,True,16.724192030122513
2018-06-01,2018-06-15,14,call,258.5,15.35,15.56,15.455,14.432439806050354,276.6,True,17.114202523455337
2018-06-01,2018-06-15,14,call,259.0,14.86,15.05,14.955,13.94039459463616,276.6,True,17.686392510866085
2018-06-01,2018-06-15,14,call,259.5,14.39,14.57,14.48,13.449905159981654,276.6,True,18.093922651933855
2018-06-01,2018-06-15,14,call,260.0,13.89,14.08,13.985,12.961254198960006,276.6,True,18.698605648909712
2018-06-01,2018-06-15,14,call,260.5,13.4,13.59,13.495000000000001,12.474761332164974,276.6,True,19.303445720637434
2018-06-01,2018-06-15,14,call,261.0,12.93,13.11,13.02,11.99078499854403,276.6,True,19.815668202765156
2018-06-01,2018-06-15,14,call,261.5,12.44,12.63,12.535,11.50972387898932,276.6,True,20.462704427602894
2018-06-01,2018-06-15,14,call,262.0,11.96,12.14,12.05,11.032017739446673,276.6,True,21.16182572614126
2018-06-01,2018-06-15,14,call,262.5,11.47,11.66,11.565000000000001,10.5581475872672,276.6,True,21.91958495460459
2018-06-01,2018-06-15,14,call,263.0,11.0,11.18,11.09,10.08863504229862,276.6,True,22.633002705139972
2018-06-01,2018-06-15,14,call,263.5,10.52,10.7,10.61,9.624040836835178,276.6,True,23.46842601319532
2018-06-01,2018-06-15,14,call,264.0,10.04,10.22,10.129999999999999,9.164962376065063,276.6,True,24.38302073050369
2018-06-01,2018-06-15,14,call,264.5,9.57,9.75,9.66,8.712030312832695,276.6,True,25.25879917184288
2018-06-01,2018-06-15,14,call,265.0,9.11,9.25,9.18,8.265904116914271,276.6,True,26.361655773420733
2018-06-01,2018-06-15,14,call,265.5,8.64,8.81,8.725000000000001,7.827266648830488,276.6,True,27.220630372493076
2018-06-01,2018-06-15,14,call,266.0,8.18,8.34,8.26,7.396817780510759,276.6,True,28.329297820823523
2018-06-01,2018-06-15,14,call,266.5,7.73,7.88,7.805,6.97526713868325,276.6,True,29.404228058936877
2018-06-01,2018-06-15,14,call,267.0,7.27,7.42,7.345,6.563326080324742,276.6,True,30.70115724983013
2018-06-01,2018-06-15,14,call,267.5,6.83,6.93,6.88,6.161699041419297,276.6,True,32.26744186046545
2018-06-01,2018-06-15,14,call,268.0,6.39,6.49,6.4399999999999995,5.7710744291478875,276.6,True,33.54037267080782
2018-06-01,2018-06-15,14,call,268.5,5.95,6.05,6.0,5.392115252051923,276.6,True,35.000000000000384
2018-06-01,2018-06-15,14,call,269.0,5.52,5.61,5.5649999999999995,5.025449701381348,276.6,True,36.56783468104265
2018-06-01,2018-06-15,14,call,269.5,5.09,5.17,5.13,4.671661908687071,276.6,True,38.40155945419148
2018-06-01,2018-06-15,14,call,270.0,4.68,4.77,4.725,4.331283108955603,276.6,True,39.682539682540174
2018-06-01,2018-06-15,14,call,270.5,4.27,4.36,4.3149999999999995,4.004783434750578,276.6,True,41.36732329084643
2018-06-01,2018-06-15,14,call,271.0,3.88,3.97,3.925,3.692564554845063,276.6,True,42.675159235669376
2018-06-01,2018-06-15,14,call,271.5,3.5,3.58,3.54,3.3949533509883736,276.6,True,44.067796610170134
2018-06-01,2018-06-15,14,call,272.0,3.16,3.2,3.18,3.112196799429398,276.6,True,44.654088050315174
2018-06-01,2018-06-15,14,call,272.5,2.8,2.86,2.83,2.8444581906396706,276.6,True,44.876325088340025
2018-06-01,2018-06-15,14,call,273.0,2.47,2.53,2.5,2.5918147826370728,276.6,True,44.00000000000091
2018-06-01,2018-06-15,14,call,273.5,2.17,2.22,2.1950000000000003,2.3542569419634134,276.6,True,41.23006833713086
2018-06-01,2018-06-15,14,call,274.0,1.89,1.93,1.91,2.1316887833803406,276.6,True,36.12565445026298
2018-06-01,2018-06-15,14,call,274.5,1.62,1.66,1.6400000000000001,1.9239302764623432,276.6,True,28.04878048780626
2018-06-01,2018-06-15,14,call,275.0,1.38,1.42,1.4,1.7307207461899878,276.6,True,14.285714285715917
2018-06-01,2018-06-15,14,call,275.5,1.16,1.2,1.18,1.551723656958771,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,276.0,0.98,1.0,0.99,1.386532536512746,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,276.5,0.8,0.82,0.81,1.2346778693128613,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,277.0,0.66,0.68,0.67,1.0956347685813483,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,277.5,0.53,0.55,0.54,0.9688312232117369,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,278.0,0.43,0.45,0.44,0.8536567100456338,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,278.5,0.34,0.36,0.35,0.7494709635103263,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,279.0,0.28,0.29,0.28500000000000003,0.6556127027964536,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,279.5,0.23,0.24,0.235,0.5714081308895445,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,280.0,0.18,0.2,0.19,0.4961790389075773,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,280.5,0.15,0.16,0.155,0.4292503722403822,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,281.0,0.12,0.13,0.125,0.3699571407729074,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,282.0,0.08,0.09,0.08499999999999999,0.2717035200393205,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,282.5,0.07,0.08,0.07500000000000001,0.23151486802156995,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,283.0,0.06,0.07,0.065,0.19651329207323442,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,284.0,0.05,0.06,0.055,0.13995085722035228,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,285.0,0.04,0.05,0.045,0.0981276971948013,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,286.0,0.03,0.04,0.035,0.06773231711722794,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,287.0,0.02,0.03,0.025,0.04602078075758875,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,287.5,0.02,0.03,0.025,0.03771006408633237,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,288.0,0.02,0.03,0.025,0.03077796891144402,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,289.0,0.01,0.02,0.015,0.020259841668322398,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,290.0,0.01,0.02,0.015,0.013125979175473645,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,291.0,0.01,0.02,0.015,0.008369952588811236,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,292.0,0.01,0.02,0.015,0.005253054721997663,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,292.5,0.01,0.02,0.015,0.004136853320255374,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,293.0,0.01,0.02,0.015,0.0032449342341719922,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,294.0,0.0,0.01,0.005,0.001972955042578328,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,295.0,0.0,0.01,0.005,0.0011807621912431898,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,296.0,0.0,0.01,0.005,0.0006956042433348825,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,297.0,0.0,0.01,0.005,0.00040340441397944404,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,298.0,0.0,0.01,0.005,0.0002303164575423941,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,299.0,0.0,0.01,0.005,0.00012946288806243642,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,300.0,0.0,0.01,0.005,7.165297303194859e-05,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,301.0,0.0,0.01,0.005,3.905050035012559e-05,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,302.0,0.0,0.01,0.005,2.0958457263182788e-05,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,303.0,0.0,0.01,0.005,1.1078245092099696e-05,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,304.0,0.0,0.01,0.005,5.767688151781924e-06,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,305.0,0.0,0.01,0.005,2.9579667670209765e-06,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,306.0,0.0,0.01,0.005,1.4944738452633702e-06,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,307.0,0.0,0.01,0.005,7.439276513667901e-07,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,308.0,0.0,0.01,0.005,3.6489272428372297e-07,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,309.0,0.0,0.01,0.005,1.763751608944831e-07,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,310.0,0.0,0.01,0.005,8.402210675750315e-08,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,311.0,0.0,0.01,0.005,3.945304962322021e-08,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,312.0,0.0,0.01,0.005,1.8261878300840152e-08,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,313.0,0.0,0.01,0.005,8.333672616683768e-09,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,314.0,0.0,0.01,0.005,3.749748722480673e-09,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,315.0,0.0,0.01,0.005,1.663753392717123e-09,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,316.0,0.0,0.01,0.005,7.280381484409992e-10,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,317.0,0.0,0.01,0.005,3.1421646440847285e-10,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,318.0,0.0,0.01,0.005,1.337823984207301e-10,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,319.0,0.0,0.01,0.005,5.619370153127792e-11,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,320.0,0.0,0.01,0.005,2.3278110232486146e-11,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,321.0,0.0,0.01,0.005,9.532784411792658e-12,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,322.0,0.0,0.01,0.005,3.8453867430957425e-12,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,323.0,0.0,0.01,0.005,1.5340282883637101e-12,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,324.0,0.0,0.01,0.005,5.874337653951639e-13,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,325.0,0.0,0.01,0.005,2.4002492028042856e-13,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,326.0,0.0,0.01,0.005,8.596878246207061e-14,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,327.0,0.0,0.01,0.005,2.3261412121339143e-14,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,328.0,0.0,0.01,0.005,2.120287577814269e-14,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,329.0,0.0,0.01,0.005,1.125598270011082e-14,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,330.0,0.0,0.01,0.005,7.837085269216602e-15,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,331.0,0.0,0.01,0.005,-8.362741919566581e-15,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,332.0,0.0,0.01,0.005,2.0313977550789526e-15,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,333.0,0.0,0.01,0.005,-6.656007062931252e-15,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,334.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,335.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,336.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,337.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,338.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,339.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,340.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,341.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,342.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,343.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,344.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,345.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,346.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,347.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,348.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,349.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,350.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,355.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,360.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,370.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,380.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,390.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-15,14,call,400.0,0.0,0.01,0.005,0.0,276.6,False,14.285714285715917
2018-06-01,2018-06-18,17,call,230.0,43.68,43.92,43.8,42.94499325927708,275.49,True,3.858447488584502
2018-06-01,2018-06-18,17,call,235.0,38.68,38.93,38.805,37.95662355718051,275.49,True,4.3422239402139144
2018-06-01,2018-06-18,17,call,240.0,33.7,33.95,33.825,32.96825465336431,275.49,True,4.922394678492258
2018-06-01,2018-06-18,17,call,245.0,28.71,28.97,28.84,27.97991970421674,275.49,True,5.721220527045802
2018-06-01,2018-06-18,17,call,250.0,23.75,24.0,23.875,22.992354912469267,275.49,True,6.764397905759201
2018-06-01,2018-06-18,17,call,255.0,18.78,19.04,18.91,18.014463397338687,275.49,True,8.35536753040724
2018-06-01,2018-06-18,17,call,256.0,17.8,18.04,17.92,17.02334699011496,275.49,True,8.761160714285756
2018-06-01,2018-06-18,17,call,257.0,16.81,17.05,16.93,16.03546950695241,275.49,True,9.214412285883103
2018-06-01,2018-06-18,17,call,258.0,15.83,16.07,15.95,15.05212854487391,275.49,True,9.655172413793165
2018-06-01,2018-06-18,17,call,259.0,14.85,15.09,14.969999999999999,14.074999898009224,275.49,True,10.153640614562526
2018-06-01,2018-06-18,17,call,260.0,13.88,14.12,14.0,13.10619086122918,275.49,True,10.642857142857208
2018-06-01,2018-06-18,17,call,261.0,12.9,13.14,13.02,12.148280668125807,275.49,True,11.290322580645235
2018-06-01,2018-06-18,17,call,262.0,11.94,12.17,12.055,11.204340376795813,275.49,True,11.90377436748245
2018-06-01,2018-06-18,17,call,263.0,10.98,11.21,11.095,10.277924672581292,275.49,True,12.573231185218642
2018-06-01,2018-06-18,17,call,264.0,10.02,10.25,10.135,9.37302926876356,275.49,True,13.369511593488006
2018-06-01,2018-06-18,17,call,265.0,9.09,9.3,9.195,8.494009922252445,275.49,True,14.083741163676006
2018-06-01,2018-06-18,17,call,265.5,8.62,8.83,8.725,8.065634619702735,275.49,True,14.498567335243662
2018-06-01,2018-06-18,17,call,266.0,8.16,8.37,8.265,7.645462428483228,275.49,True,14.821536600121094
2018-06-01,2018-06-18,17,call,266.5,7.69,7.91,7.800000000000001,7.234079771587631,275.49,True,15.256410256410364
2018-06-01,2018-06-18,17,call,267.0,7.28,7.4,7.34,6.832067008972103,275.49,True,15.667574931880235
2018-06-01,2018-06-18,17,call,267.5,6.84,6.95,6.895,6.439992210449844,275.49,True,15.88107324147947
2018-06-01,2018-06-18,17,call,268.0,6.39,6.51,6.449999999999999,6.058404775497337,275.49,True,16.12403100775209
2018-06-01,2018-06-18,17,call,268.5,5.95,6.07,6.01,5.687829020239036,275.49,True,16.306156405990173
2018-06-01,2018-06-18,17,call,269.0,5.53,5.64,5.585,5.3287578578877515,275.49,True,16.204118173679664
2018-06-01,2018-06-18,17,call,269.5,5.1,5.22,5.16,4.981646701397381,275.49,True,16.08527131782963
2018-06-01,2018-06-18,17,call,270.0,4.69,4.81,4.75,4.646907715835255,275.49,True,15.578947368421245
2018-06-01,2018-06-18,17,call,270.5,4.29,4.4,4.345000000000001,4.324904542941937,275.49,True,14.844649021864404
2018-06-01,2018-06-18,17,call,271.0,3.9,4.01,3.955,4.0159476116091355,275.49,True,13.52718078381818
2018-06-01,2018-06-18,17,call,271.5,3.52,3.63,3.575,3.7202901358014344,275.49,True,11.608391608391857
2018-06-01,2018-06-18,17,call,272.0,3.16,3.24,3.2,3.4381248861505185,275.49,True,9.062500000000279
2018-06-01,2018-06-18,17,call,272.5,2.82,2.9,2.86,3.1695818035498746,275.49,True,4.545454545454868
2018-06-01,2018-06-18,17,call,273.0,2.49,2.56,2.5250000000000004,2.914726503170641,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,273.5,2.19,2.25,2.2199999999999998,2.673559696071038,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,274.0,1.9,1.97,1.935,2.4460175336980683,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,274.5,1.64,1.69,1.665,2.2319728588091436,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,275.0,1.4,1.44,1.42,2.031237325386158,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,275.5,1.18,1.23,1.205,1.8435643306417262,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,276.0,1.0,1.03,1.0150000000000001,1.668652684821609,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,276.5,0.82,0.86,0.84,1.5061509296880047,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,277.0,0.67,0.7,0.685,1.3556622047129565,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,277.5,0.54,0.58,0.56,1.2167495513818807,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,278.0,0.44,0.47,0.45499999999999996,1.0889415407402652,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,278.5,0.35,0.38,0.365,0.9717381074171314,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,279.0,0.28,0.31,0.29500000000000004,0.8646164747098197,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,279.5,0.23,0.25,0.24,0.7670370596928464,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,280.0,0.19,0.21,0.2,0.6784492543985294,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,280.5,0.15,0.17,0.16,0.5982969885090057,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,281.0,0.12,0.14,0.13,0.5260239902572863,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,282.0,0.08,0.1,0.09,0.40291860338395935,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,283.0,0.06,0.07,0.065,0.30485357916832,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,284.0,0.05,0.06,0.055,0.22781111998170545,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,285.0,0.04,0.05,0.045,0.16812173557285526,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,290.0,0.01,0.02,0.015,0.030430205697164148,275.49,False,4.545454545454868
2018-06-01,2018-06-18,17,call,295.0,0.0,0.01,0.005,0.004001963255434227,275.49,False,4.545454545454868
2018-06-01,2018-06-20,19,call,230.0,43.68,43.9,43.79,43.00785177376372,276.27,True,5.66339346882846
2018-06-01,2018-06-20,19,call,235.0,38.7,38.92,38.81,38.02084860821836,276.27,True,6.338572532852305
2018-06-01,2018-06-20,19,call,240.0,33.72,33.92,33.82,33.033848460268274,276.27,True,7.244234180957958
2018-06-01,2018-06-20,19,call,245.0,28.74,28.94,28.84,28.046937122121335,276.27,True,8.425797503467344
2018-06-01,2018-06-20,19,call,250.0,23.75,23.97,23.86,23.06151186300545,276.27,True,10.100586756077043
2018-06-01,2018-06-20,19,call,255.0,18.8,19.01,18.905,18.09069999662026,276.27,True,12.50991801110807
2018-06-01,2018-06-20,19,call,256.0,17.82,18.04,17.93,17.102558383589752,276.27,True,13.050752928053441
2018-06-01,2018-06-20,19,call,257.0,16.83,17.04,16.935,16.11848843612674,276.27,True,13.788012990847259
2018-06-01,2018-06-20,19,call,258.0,15.86,16.06,15.959999999999999,15.139927343372818,276.27,True,14.473684210526208
2018-06-01,2018-06-20,19,call,259.0,14.88,15.08,14.98,14.168670648201527,276.27,True,15.287049399198807
2018-06-01,2018-06-20,19,call,260.0,13.91,14.1,14.004999999999999,13.206907760091639,276.27,True,16.172795430203376
2018-06-01,2018-06-20,19,call,261.0,12.93,13.13,13.030000000000001,12.257243245293182,276.27,True,17.191097467382814
2018-06-01,2018-06-20,19,call,262.0,11.97,12.16,12.065000000000001,11.3226983360843,276.27,True,18.276004973062417
2018-06-01,2018-06-20,19,call,263.0,11.0,11.2,11.1,10.406687711857074,276.27,True,19.54954954954939
2018-06-01,2018-06-20,19,call,264.0,10.06,10.25,10.155000000000001,9.512967945847919,276.27,True,20.827178729689617
2018-06-01,2018-06-20,19,call,265.0,9.12,9.31,9.215,8.64555605210731,276.27,True,22.30059685295694
2018-06-01,2018-06-20,19,call,265.5,8.66,8.84,8.75,8.223015476520828,276.27,True,23.08571428571408
2018-06-01,2018-06-20,19,call,266.0,8.2,8.38,8.29,7.808619163194095,276.27,True,23.88419782870908
2018-06-01,2018-06-20,19,call,266.5,7.74,7.92,7.83,7.402889244959226,276.27,True,24.77650063856937
2018-06-01,2018-06-20,19,call,267.0,7.32,7.44,7.380000000000001,7.006339266307208,276.27,True,25.609756097560716
2018-06-01,2018-06-20,19,call,267.5,6.87,6.99,6.93,6.619469097271605,276.27,True,26.551226551226293
2018-06-01,2018-06-20,19,call,268.0,6.43,6.54,6.484999999999999,6.242759787501058,276.27,True,27.525057825751464
2018-06-01,2018-06-20,19,call,268.5,5.99,6.11,6.050000000000001,5.876668449918441,276.27,True,28.429752066115388
2018-06-01,2018-06-20,19,call,269.0,5.57,5.68,5.625,5.521623266054888,276.27,True,29.244444444444124
2018-06-01,2018-06-20,19,call,269.5,5.14,5.26,5.199999999999999,5.178018705468503,276.27,True,30.192307692307363
2018-06-01,2018-06-20,19,call,270.0,4.74,4.84,4.79,4.846211049548458,276.27,True,30.89770354906016
2018-06-01,2018-06-20,19,call,270.5,4.34,4.44,4.390000000000001,4.526514305475246,276.27,True,31.43507972665105
2018-06-01,2018-06-20,19,call,271.0,3.95,4.05,4.0,4.2191965892404255,276.27,True,31.749999999999545
2018-06-01,2018-06-20,19,call,271.5,3.57,3.67,3.62,3.9244770476176143,276.27,True,31.767955801104463
2018-06-01,2018-06-20,19,call,272.0,3.22,3.28,3.25,3.642523378062691,276.27,True,31.384615384614822
2018-06-01,2018-06-20,19,call,272.5,2.87,2.95,2.91,3.37344999302627,276.27,True,29.553264604810366
2018-06-01,2018-06-20,19,call,273.0,2.55,2.61,2.58,3.1173168614662643,276.27,True,26.74418604651092
2018-06-01,2018-06-20,19,call,273.5,2.24,2.3,2.27,2.8741290458551134,276.27,True,22.02643171806087
2018-06-01,2018-06-20,19,call,274.0,1.95,2.01,1.98,2.643836938130235,276.27,True,14.646464646463727
2018-06-01,2018-06-20,19,call,274.5,1.68,1.74,1.71,2.4263371832766296,276.27,True,3.5087719298234994
2018-06-01,2018-06-20,19,call,275.0,1.44,1.49,1.4649999999999999,2.2214742649892685,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,275.5,1.22,1.27,1.245,2.0290427145464633,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,276.0,1.02,1.07,1.045,1.8487898919996013,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,276.5,0.85,0.89,0.87,1.6804192783580447,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,277.0,0.7,0.74,0.72,1.5235942088725096,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,277.5,0.57,0.61,0.59,1.3779419709697578,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,278.0,0.46,0.5,0.48,1.243058185974803,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,278.5,0.37,0.4,0.385,1.118511391501258,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,279.0,0.3,0.33,0.315,1.003847741257772,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,279.5,0.24,0.27,0.255,0.8985957409003476,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,280.0,0.2,0.22,0.21000000000000002,0.8022709422892689,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,280.5,0.16,0.18,0.16999999999999998,0.7143805238777361,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,281.0,0.13,0.15,0.14,0.6344276917045164,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,282.0,0.09,0.11,0.1,0.49635244558785274,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,283.0,0.07,0.08,0.07500000000000001,0.38414217130978656,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,284.0,0.05,0.06,0.055,0.2940638930088433,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,285.0,0.04,0.05,0.045,0.2226385082431328,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,290.0,0.01,0.02,0.015,0.04683669068134755,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,295.0,0.0,0.01,0.005,0.0074327362914020645,276.27,False,3.5087719298234994
2018-06-01,2018-06-20,19,call,300.0,0.0,0.01,0.005,0.0008907010334293503,276.27,False,3.5087719298234994
2018-06-01,2018-06-22,21,call,210.0,63.66,63.85,63.754999999999995,63.0132414969064,275.66,True,2.988000941102705
2018-06-01,2018-06-22,21,call,215.0,58.67,58.87,58.769999999999996,58.02760438968991,275.66,True,3.2159264931087783
2018-06-01,2018-06-22,21,call,220.0,53.68,53.87,53.775,53.04196728247351,275.66,True,3.5053463505346842
2018-06-01,2018-06-22,21,call,225.0,48.67,48.89,48.78,48.05633017528538,275.66,True,3.854038540385453
2018-06-01,2018-06-22,21,call,230.0,43.7,43.9,43.8,43.07069307162874,275.66,True,4.2465753424658175
2018-06-01,2018-06-22,21,call,232.5,41.19,41.41,41.3,40.57787454631685,275.66,True,4.503631961259147
